text,id,pubdate
@RaceEastern: As OfficialAPCNg led by Fulani Oligarchs moves to Christian Churches in Nigeria complete islamization of the country is…, 1298591552793649158, 
@Mmaduab17957658: Security Alert~Comfirmed location/areas where Fulani herdsmen were dropped this evening are, 1298591558225272833,
@Omambala_Chuks: #RT @Amaka_Ekwo: RT @MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism Fulani @NGRPresident…, 1298591568736075776, 
@ManchesterNyx: Some victims are released Others I like to keep Many I break kidnap Mistresses, 1298591606946385920, 
@joedyke: MBS’s right hand man allegedly pretended to be a pilot to kidnap a dissident prince, 1298591609551036418,
@EmekaNw71110140: One of top #CCP bandits Wang Yi started a political tour in Western Europe  European leaders should ask directly…, 1298591663565217793, 
@MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298591697111310337,
@trustin_god: We should and must arm ourselves to stop all these killings, 1298591720242679808, 
@MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism Fulani @NGRPresident terrorism is terrorism, 1298591722444853251, 
@MattWalshBlog: @SonofNewo2 They are insane We just have to make sure we keep them away from our children, 1298591723652706306, 
@MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism Fulani @NGRPresident terrorism is terrorism, 1298591724412035072,
@KaluMazi: @SecretsBedard @RichardGrenell RT Nigeria fulani muslim controlled structures enable/pays terrorism.sharing information with…, 1298591725733191681, 
@TOCHUKWUNWABIA1: World leaders End Nigeria terrorism government Now support Biafra freedom, 1298591743705849856, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism, 1298591765906300928, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani, 1298591787649585153, 
@Johniky5: The day you and your friends begin to call out the murder of the Muslim fulani in kaduna south, 1298591794750459906, 
@realDylanAllman: Your shiny badge doesn't give you the right to kidnap people, 1298591846361440256,
@NnamdiFans: Terrorist in Nigerian police uniform Daniel Ndukwe Ekea has a hand in the killing and kidnap of IPOB members in Enugu…, 1298591864677961730, 
@OkeZion1: Dont forget! Stop eating demonic fulani jihadist cow meat in Biafraland, 1298591866317766656,
@STARSFLYZ1: is headed by a Nigerian fulani Muslim man as its president and…, 1298591878846259200, 
@ChineduConside2: When last did PoliceNG and NigeriaDss clash with fulani herdsmen and Bokoharam terrorists Killing unarmed Igbo, 1298591902049226753, 
@EdehAlexi: #IPOB  onitsha anambra state under the command of mazi nnamdi kanu also joined the solidarity protest to support our brother…, 1298591907753472000, 
@ATasteOfAfrica7: The puppets place as eastern governors do not work for the people! They work for the Fulani Nigerian terrorists govern…, 1298591915626180610, 
@RaceEastern: What Biafrans needs now is to undermine all their Fulani propped up socio-cultural groups like #Ohanaeze led by @NniaNwodo…, 1298592030982057986, 
@Eyeznewworld: Fulani Janjaweed Police has eaten more than they can chew shortly after we found out u were the avatar zaheer n three others attempted to kidnap u luckily ur father lord zuk…, 1298592037122404352, 
@hamzhani3: It’s the most common way to kidnap Palestinians they storm our homes at 3am terrorize the whole area break into homes of…, 1298592038024249344, 
@EdehAlexi: Thousands of #IPOB members in aba abia state under the command of mazi nnamdi kanu holds a peaceful protest in solidarity wi…, 1298592041241378817,
@MaziNnamdiKanu: Oduduwa Amotekun are armed Fulani Miyetti Allah are armed Fulani terror herdsmen are armed Fulani funded Bandits are…, 1298592070383345664, 
@ATasteOfAfrica7: The puppets place as eastern governors do not work for the people! They work for the Fulani Nigerian terrorists govern…, 1298592111000875008, 
@CinyereA: UK is sponsoring terrorism. Stop the killings and divide your evil terrorist Company Nigeria. Evil people everywhere. #Biafra…, 1298592115627364354, 
@ogbelejechikej1: I am very sure that the #Fulani @NigeriaGov does not understand how sacred life is to the Igbo.(Ndubuisi). They also d…, 1298592174179864576,
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298592176448864256, 
@MaziNnamdiKanu: The people of Biafra can't continue to be menaced by the Fulani Janjaweed freely slaughtering lives in the British colo…, 1298592202067771393, 
@ncheks2005: the fulani inspector General of Police secretly &amp met with him on a different location to discuss the matter later agree…, 1298592203883737089, 
@trustin_god: We should and must arm ourselves to stop all these killings, 1298592210687070209,
@DavidOl57450723: The fulani herdsmen that are killing people all around our villages when will the zoo Nigeria police and the military…, 1298592328530223105, 
@Uncle42066693: I’ve absolutely NO sympathy for any person persons groups directly or indirectly support encourage or masterminding the…, 1298592348033691651, 
@NkirukaNistoran: Akintoye to Miyetti Allah: Your ethnic cleansing agenda won't work in Yoruba land Miyetti Allah had claimed that F…, 1298592349329805312, 
@Victor35517418: Osetigo Prophet Nnamdi Okwu Kanu warned you people but your jealousy, 1298592352525844480, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298592360092368896,
@MaziNnamdiKanu: Oduduwa Amotekun are armed Fulani Miyetti Allah are armed Fulani terror herdsmen are armed Fulani funded Bandits are…, 1298592381944631296,
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298592394535993345, 
Really dystopian to see corporations and media talking about "diversity" and Black voices while police kill Black, 1298592417680175105, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298592418158325762,
@JustSociety4all: When will the Army Police DSS and SARS clash with the Fulani Herdsmen, 1298592420536487936, 
@MazimosesAgbo: Yesterday Fulani terrorists killed yet another man at Ogube Ihube Okigwe in Imo State Biafra land.I hope human…, 1298592422910398465,
@ATasteOfAfrica7: Nigerian Federal government will have to come now and kill us all while the world watches. We will now hold up our, 1298592430963515395, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism, 1298592451050053634,
@SoreApex: If ur character is anything other than a normal human remember some scientist shit gonna kidnap them for tests SPECIAL REPORT Lanlate How armed ‘herdsmen’ kill kidnap farmers in Oyo community pov sakusa kiyomi will kidnap u, 1298592509480669184, 
@4th_diamond: Kidnapped cop found dead in Surigao Del Norte police blame NPA, 1298592520285257728, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298592546025857025, 
@IpobOriaku: What fulani/yoruba @PoliceNG commissioners are doing in Biafranland is unacceptable the other day was in IMO State 70 Biaf…, 1298592547644874753,
@ChiomaLoveKanu: This is nigeria police officer taking picture with fulani terrorist with arms but when it comes to armless Biafrans th…, 1298592556444508162, 
@NkirukaNistoran: We’re original owners of Southern Kaduna says Hausa-Fulani Imam Kafanchan however asked Kaduna Assembly to enact a l…, 1298592560957530119, 
@Xetame: #IPOB volunteers in Aba holds a peaceful protest in solidarity with their Enugu counterparts murdered on Sunday, 1298592565638451206, 
@NkirukaNistoran: Akintoye to Miyetti Allah Your ethnic cleansing agenda won't work in Yoruba land Miyetti Allah had claimed that F…, 1298592568914182144, 
@JamilaOthman3: My name is Jamila I'm fulani from Adamawa state please since ASUU and FG are not willing to resume our schools retwee…, 1298592570709286913, 
@PremiumTimesng: SPECIAL REPORT Lanlate How armed ‘herdsmen’ kill kidnap farmers in Oyo community, 1298592622173458434,
@XahraBKumbo: Meet Muhammadu Buhari the first President that promised he'll changed Nigeria in 2 years but 5 years he didn't change any…, 1298592665676718088, 
@NkirukaNistoran: World's outcry grows louder as 37 Christians killed so far this Month in Nigeria by Muslim Fulani extremists There wa…, 1298592675441127424, 
@MrOdanz: Nigeria hates peaceful protesters. Nigeria brutalizes and murders groups like Shiites and IPPB that protests peacefully But…, 1298592684442112001, 
@MirzaRohailBai2: @majorgauravarya Dear madarsa chaap terrorist kidnap him and sell him to your Napak Army., 1298592693300244485,
@ElochukwuOhagi: Take on those calling themselves your leaders. They are your number 1 enemy. They have occupied space in eternal servic…, 1298592703991754754, 
@Xetame: That tinubu slave in Lagos called @igbokwe_joe Look at wat he said before he started eating Fulani fruits. Today he can open hi…, 1298592708924252160, 
@JohnRMoffitt: Pompeo was in that secret meeting with Trump when an overwhelming number of hands went up and the decision was made to ki…, 1298592712283824129, 
@MaziNnamdiKanu: Oduduwa Amotekun are armed Fulani Miyetti Allah are armed Fulani terror herdsmen are armed Fulani funded Bandits are…, 1298592753627078657, 
@EgwuEgwuPrince1: BREAKING NEWS HERE ARE BOKOHARAM/FULANI'S TERRORIZING EVERY COMMUNITY STATES NIGERIA SOLDIERS DSS SARS, 1298592757905346561, 
@EdoIpob: This is nigeria police officer taking picture with fulani terrorist with arms but when it comes to armless Biafrans they will…, 1298592760430239752, 
@DejiAdesogan: Operation Sahel Sanity of the Nigerian Army conducted a successful raid operation of an illegal mining site in Bukuyyum L…, 1298592764788117504, 
@biafra4ever: We have been telling the world about the activities of the #British sponsored Fulani terrorists in Nigga-area and they're…, 1298592778679721985,
@greggutfeld: @AriFleischer DNC had a convicted murderer who raped and tortured a kidnap victim on their roster the media dutifully, 1298592782190358528, 
@RaceEastern: It's foolish for any Igbo to shouting #Ozoemena when Fulani terrorists are killing them since 1970 without letting up, 1298592785889714178, 
@MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298592816470401025, 
@IchidaOdum: Very shocking concern on today's  #Biafrans to #British daily Killingsof #Biafra/#Christians by his allied Arab Islamics in…, 1298592819863597057, 
@ChineduConside2: When last did @PoliceNG and @NigeriaDss clash with fulani herdsmen and Bokoharam terrorists. Killing unarmed Igbo/Biaf…, 1298592827627188225, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298592843745959937, 
@EdehAlexi: Thousands of #IPOB members in aba abia state under the command of mazi nnamdi kanu holds a peaceful protest in solidarity wi…, 1298592858392473601, 
@GiggleQueen2018: You kidnap souls feeding off their light Eventually they will break free story in twelve, 1298592897235787781, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298592911039356929, 
@twojays1974: @GlennWool BMX Bandits was a movie, 1298592941858893827, 
@u_nwaigwe: What do you expect from them if not what their doing now. They don't want any truth to be said because they are #Terrorist.…, 1298592994334052352, 
@oluchristty: DEAR IGBO LEADERS FULANI  IS DOING  WHAT IS BEST FOR THEM AND THEIR PEOPLE WHEN WILL YOU START TO DO WHAT IS BEST FOR YO…, 1298592995856588803, 
@rezaparchizadeh: Security service says Tehran and its proxies gave training money and direction to Palestinians who planned to carry…, 1298593005507575808, 
@RaceEastern: It's foolish for any Igbo to shouting #Ozoemena when Fulani terrorists are killing them since 1970 without letting up. Stu…, 1298593074268995585, 
@MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298593088772939776,
@AzaIpob: #WE are putin D world on notice ugwunagbo local government is under siege now suspected  members of isis #BokoHaram and f…, 1298593092594012161, 
@IpobosisiomaLga: The Idiotic politicians from Biafraland are talking about 2023 Igbo presidency while the Fulani's that promised them…, 1298593110872805379, 
@MalachyOdo1: Asked my friend who's a DSS official in Enugu why they've never clashed with Fulani herdsmen and he just started laughing…, 1298593137070354432, 
@MachuksO: Ethnics cleansing is terrorism, 1298593137586249728, 
@SecPompeo: UN appointment of a Fulani origin as a representative of the organization in Nigeria is a conspiracy aimed at help…, 1298593151083479045, 
@UmuodeZone: That tinubu slave in Lagos called @igbokwe_joe Look at wat he said before he started eating Fulani fruits. Today he can ope…, 1298593175569825792, 
@IpobosisiomaLga: State sponsored terrorism is terrorism Fulani NGRPresident terrorism is terrorism policeng terrorism is terrorism…, 1298593191910924289, 
@JustSociety4all: John Momoh of Channels Television the official voice and image maker for the Fulani Herdsmen has been rewarded by Mu…, 1298593210466480128, 
@henryshield: - Negotiate and dine with armed bandits in the North Shoot South East youths for having a peaceful meeting Please…, 1298593214006472710, 
@XahraBKumbo: Meet Muhammadu Buhari the first President that promised he'll changed Nigeria in 2 years but 5 years he didn't change any…, 1298593215038226432, 
@RaceEastern: We in IPOB strongly reject NniaNwodo his Ohanaeze the governors and other political elites' #DEPOSITS in Igbo land.…, 1298593221669523457, 
@Laviina1990: Heb je die met Hale Berry gezien Kidnap Of Obssessd Asking this question is like asking when children and parents will engage in armed battle against themselves, 1298593267777511424,
@ICOffenderWaifu: ICOffender I_Make_Lemonade Let's kidnap Malaka waifu notices this isn't dm... sheeeet, 1298593276832997376, 
@MarkOnyewuenyi: Bunch of Fulani slaves, 1298593282348523521, 
@OkeZion1: Dear president Nana kufo of Ghana the man in this picture is jihadist Ahmed Nasir el rufai he is the czar of d jihadist fulan…, 1298593287062855681,
@joedyke: MBS’s right hand man allegedly pretended to be a pilot to kidnap a dissident prince, 1298593296831348736, 
@PremiumTimesng: SPECIAL REPORT: Lanlate: How armed herdsmen kill kidnap farmers in Oyo community Happy Birthday to Sean Connery Time Bandits was one of the few films that let me and my brother really connect w…, 1298593320499924992, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298593337587400710, 
@oluchristty: How can we be one country with different judicial systems Support #BiafraExit that's the only solution to end Fulani te…, 1298593341173620738, 
@XahraBKumbo: Meet Muhammadu Buhari the first President that promised he'll changed Nigeria in 2 years but 5 years he didn't change any…, 1298593359007748098, 
@JohnCleese: Happy 90th birthday to my Time Bandits co-star Sir Sean Connery! Here's to many more young man, 1298593371649265664, 
@DejiAdesogan: The Nigerian Army has finally captured the dreaded Ottu forest bandits hideouts along Abuja-Lokoja expressway.…, 1298593389273919491,
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298593436707192832, 
@FreeAllPeople4: Is this not child abuse Understandably fulani does not know what that is, 1298593445095903232, 
@proudpagan_: Sati was a tradition where a widow gave up her body in the fire after…, 1298593447301902336, 
@StateDept: Nigeria is a terrorist state…, 1298593565128286209, 
@biafra4ever: Has anybody ever asked Why should Britain dt gave #Biafrans Christianity go to arm Fulani Islamic terrorists to kill d s…, 1298593587106643968, 
@Tungwoso: @GREATBritain does it mean that Christianity is a scam What is the essence of Christianity in our land Pls answer…, 1298593605108600837, 
@biafra4ever: The four most deadly terror groups in the world are owned by…, 1298593631935311872, 
@MaziNnamdiKanu: State terrorism is terrorism Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298593642995757057, 
@RealmaziChinon2: SPECIAL REPORT Lanlate How armed ‘herdsmen’ kill kidnap farmers in Oyo community, 1298593673010020353, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism SPECIAL REPORT Lanlate How armed ‘herdsmen’ kill kidnap farmers in Oyo community, 1298593676906491904,
@Xetame: That tinubu slave in Lagos called @igbokwe_joe Look at wat he said before he started eating Fulani fruits. Today he can open hi…, 1298593697731416065, 
@C_Oranye: StateDept The SE SS SW look 4wd to breaking away from the murderous fulanis Now the Middle Ebonyi State Governor David Umahi Calls For The Immediate Creation Of Special Courts To Speedily Prosecute And C…, 1298593704362618881, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298593726739156994, 
@akindersgarten: @Tonja_SWH @SaphireSlice the bill made it easy to unlawfully kidnap American children from their loving families withou…, 1298593757701517312, 
@DejiAdesogan: BREAKING: The Nigerian Army has finally captured the dreaded Ottu forest bandits hideouts along Abuja-Lokoja expressway.…, 1298593765658173440, 
@wwwhandcuffcouk: if you plan to kidnap someone for the night make sure you gag them properly as the last thing you need is to be wo…, 1298593811464167424, 
@Tunisianguy2: @Ydoc94 @Susan40370948 @Kenny_Sowellfan @RealCandaceO So how am I lying You guys are mixed nevertheless But Fulani herdsmen can rape our w…, 1298593877193039872, 
@IpobosisiomaLga: State sponsored terrorism is terrorism Fulani NGRPresident terrorism is terrorism policeng terrorism is terrorism…, 1298593888056139777,
@JamilaOthman3: My name is Jamila I'm fulani from Adamawa state please since ASUU and FG are not willing to resume our schools, 1298593898399490048, 
@ncheks2005: the fulani inspector General of Police secretly &amp met with him on a different location to discuss the matter later agree…, 1298593913276637185, 
@MaziNnamdiKanu: The people of Biafra can't continue to be menaced by the Fulani Janjaweed freely slaughtering lives in the British colo…, 1298593924370649088, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298593951335821319, 
@Xetame: That tinubu slave in Lagos called @igbokwe_joe Look at wat he said before he started eating Fulani fruits. Today he can open hi…, 1298593961033052160, 
@VoiceOfAFO: @MaziNnamdiKanu @NGRPresident @PoliceNG @DefenceInfoNG @UKinNigeria @SecPompeo @USinNigeria @OpenDoors @AmnestyUK @SkyNews…, 1298594160077938688, 
@Abiastatetweet1: Thousands of Christian have been slaughtered in Nigeria by Fulani Government they went free Since the World Powers…, 1298594209776246784, 
@DejiAdesogan: BREAKING: The Nigerian Army has finally captured the dreaded Ottu forest bandits hideouts along Abuja-Lokoja expressway, 1298594275240878085, 
@OnovoOgechukwu: @MaziNnamdiKanu If the price is death for all we hold dear. We must defend ourselves against genocide orchestrated by, 1298594298435440640, 
@PremiumTimesng: SPECIAL REPORT Lanlate How armed ‘herdsmen’ kill kidnap farmers in Oyo community, 1298594301501476864, 
@MaziNnamdiKanu: your collective silence betray your Stop thinking that #EmeneMassacre was planned by the Fulani and Igbo leaders. Stop giving slaves what they don't ha…, 1298594332967133184, 
@IpobosisiomaLga: State sponsored terrorism is terrorism Fulani terrorism is terrorism…, 1298594347705937920, 
@BernieSanders: Do not defend all the bandits and criminals who threaten the police whatever color they are otherw…, 1298594351833124865, 
@UmuodeZone: IPOB volunteers in Aba holds a peaceful protest in solidarity with their Enugu counterparts murdered on Sunday, 1298594351866679298, 
@FBIMilwaukee: Today is #MissingChildrensDay 7 year old Alexis Patterson of Milwaukee was last seen her way to scho…, 1298594357382008834, 
@uki_yoo: Just another one of the Bandish Bandits Music Appreciation Tweet The intensity &amp; emotion this scene and Song here had Made m…, 1298594368106815489, 
@IchidaOdum: Very shocking concern on today's  #Biafrans to #British daily Killingsof #Biafra/#Christians by his allied Arab Islamics in…, 1298594389804101634, 
@FBIMilwaukee: Monday May 25th is National #MissingChildrensDay.7 year old Alexis Patterson of Milwaukee was last seen her w…, 1298594390055612418, 
@MaziNnamdiKanu: State terrorism is terrorism. Fulani terrorism is terrorism. Fulani @NGRPresident terrorism is terrorism. @PoliceNG ter…, 1298594391251128322,
@NkirukaNistoran: Angry reactions in Enugu as police frees Fulani herdsmen-kidnappers The kidnappers had on Friday evening abducted fo…, 1298594402273812481, 
@Helper37216548: Fulani Herdmen with Cows have their own Ak47 moving up and down in BIAFRA LAND and nobody have stop them or ask them wh…, 1298594434007826433, 
@Xetame: That tinubu slave in Lagos called @igbokwe_joe Look at wat he said before he started eating Fulani fruits. Today he can open hi…, 1298594436230914048, 
@Abiastatetweet1: Thousands of Christian have been slaughtered in Nigeria by Fulani Government &amp they went free Since the World Powers…, 1298594443793244161, 
@MaziNnamdiKanu: Oduduwa Amotekun are armed Fulani Miyetti Allah are armed Fulani terror herdsmen are armed Fulani funded Bandits are…, 1298594466429886465, 
@yo__itsbam: Good morning Kings Delivery way this is my hustle please patronize me For your quality fabrics kaftans African HELLO ENUGU DIOCESE (CHRISTIANS) ENUGU STATE HOW BODY CHICKENS HAVE COME HOME TO ROAST DUE TO YOUR COTTECTIVE…, 1298594488890335238, 
@MalachyOdo1: not needed Fulani man swallowed sweet, 1298594529856159745,
